product_id,category_id,product_name,brand,unit_price,unit_cost,launch_date
133,3,Summer Shorts Plus,TrueForm,668.7,344.07,2023-02-10
134,3,Wool Sweater 2.0,PrimeLine,440.83,303.04,2023-12-11
135,3,Women's Dress 2.0,CoreTech,519.54,204.57,2020-10-02
136,3,Formal Shirt Lite,PrimeLine,675.78,358.73,2019-01-22
137,3,Women's Dress,CoreTech,521.07,362.63,2020-09-30
138,3,Formal Shirt 2.0,Urbanix,1036.58,380.27,2022-02-20
139,3,Summer Shorts Lite,TrueForm,502.2,254.58,2020-08-09
140,3,Wool Sweater Plus,Stratus,311.27,134.82,2023-02-13
141,3,Men's Jacket,Vertex,789.23,317.67,2019-07-02
142,3,Wool Sweater Pro,Kindred,277.68,200.3,2022-01-04
143,3,Hooded Sweatshirt Lite,Everline,472.1,179.4,2020-12-02
144,3,Formal Shirt Plus,Apex,77.6,51.24,2023-03-04
145,3,Wool Sweater,Luxora,361.76,249.2,2019-06-18
146,3,Summer Shorts 2.0,Bright & Co,397.21,281.88,2023-07-02
147,3,Wool Sweater Lite,NovaCraft,403.81,283.97,2019-06-19
148,3,Denim Jeans 2.0,Kindred,734.73,394.72,2021-01-11
149,3,Cotton T-Shirt Plus,Kindred,887.17,326.06,2024-05-26
150,3,Summer Shorts,PrimeLine,564.13,302.58,2019-06-17
151,3,Men's Jacket 2.0,Everline,666.87,311.97,2021-04-28
152,3,Men's Jacket Max,NovaCraft,532.46,363.01,2021-09-12
153,3,Cotton T-Shirt Lite,Stratus,18.99,9.48,2019-04-23
154,3,Women's Dress Lite,Stratus,76.66,51.93,2022-07-22
155,3,Yoga Pants,NovaCraft,651.84,299.69,2024-04-08
156,3,Yoga Pants Plus,Kindred,264.59,153.07,2023-10-04
157,3,Hooded Sweatshirt Max,Apex,256.15,93.32,2019-01-25
158,3,Women's Dress Max,Zenova,529.66,388.1,2023-11-18
159,3,Yoga Pants Lite,NovaCraft,595.38,213.44,2019-05-28
160,3,Summer Shorts Max,Bright & Co,616.25,223.77,2021-11-12
161,3,Cotton T-Shirt,Kindred,594.37,253.61,2021-06-28
162,3,Formal Shirt Max,TrueForm,550.41,252.89,2023-12-08
163,3,Cotton T-Shirt 2.0,Stratus,39.51,22.95,2024-03-15
164,3,Yoga Pants Pro,Kindred,707.41,356.65,2022-05-25
165,3,Hooded Sweatshirt,Apex,181.27,114.57,2021-07-16
166,3,Winter Coat Lite,Stratus,314.51,144.57,2019-06-05
167,3,Winter Coat Plus,CoreTech,1083.63,389.89,2022-10-28
168,3,Winter Coat 2.0,Everline,382.43,216.76,2023-06-16
169,3,Summer Shorts Pro,Bright & Co,425.31,275.47,2023-12-27
170,3,Formal Shirt,Stratus,898.88,329.9,2022-12-22
171,3,Women's Dress Plus,PrimeLine,476.64,247.3,2024-02-09
172,3,Winter Coat,EcoWell,474.77,347.1,2019-02-22
173,3,Cotton T-Shirt Max,NovaCraft,386.68,153.7,2024-05-28
174,3,Winter Coat Max,Stratus,141.13,64.41,2021-01-31
175,3,Men's Jacket Plus,Bright & Co,994.82,388.12,2023-08-04
176,3,Denim Jeans Pro,Urbanix,365.47,190.13,2020-06-30
177,3,Cotton T-Shirt Pro,Apex,70.82,27.27,2023-06-14
178,3,Men's Jacket Pro,Everline,1117.67,399.89,2022-01-15
179,3,Hooded Sweatshirt Pro,Zenova,838.92,308.75,2023-08-27
180,3,Yoga Pants Max,Everline,202.92,102.7,2019-09-16
181,3,Wool Sweater Max,Nordic Home,843.61,381.85,2020-04-02
182,3,Men's Jacket Lite,PrimeLine,602.05,270.32,2020-12-17
183,3,Hooded Sweatshirt 2.0,PrimeLine,115.04,49.86,2021-11-06
184,3,Denim Jeans,Everline,645.02,310.07,2023-09-01
185,3,Cotton T-Shirt Max,Kindred,477.53,223.0,2023-10-20
186,3,Winter Coat Lite,Nordic Home,246.74,164.38,2019-02-27
187,4,Sandals Lite,Bright & Co,676.46,303.28,2022-11-09
188,4,High Heels Pro,Bright & Co,134.09,89.12,2019-01-30
189,4,Basketball Shoes Lite,Apex,313.49,143.48,2021-02-23
190,4,Hiking Shoes 2.0,Nordic Home,472.28,177.8,2020-11-27
191,4,Sports Sandals 2.0,Apex,514.97,208.03,2021-03-04
192,4,Formal Loafers Pro,PrimeLine,650.25,250.72,2024-03-14
193,4,Slip-On Shoes Lite,NovaCraft,169.7,63.09,2021-09-11
194,4,Sandals 2.0,CoreTech,212.81,107.01,2024-05-14
195,4,Running Shoes Pro,Bright & Co,357.87,199.58,2022-06-20
196,4,Basketball Shoes,Zenova,141.18,99.86,2019-09-15
197,4,Formal Loafers Max,Kindred,84.92,55.58,2019-10-05
198,4,Leather Boots Pro,Stratus,406.02,258.15,2020-11-22
199,4,Basketball Shoes Pro,Everline,722.39,359.23,2022-08-28
200,4,Hiking Shoes Plus,Stratus,116.07,73.07,2019-03-23
201,4,Hiking Shoes,Kindred,123.22,71.73,2019-12-21
202,4,Running Shoes Lite,Urbanix,59.3,40.04,2021-07-10
203,4,Running Shoes,Stratus,159.71,86.5,2021-10-03
204,4,Sports Sandals Lite,Apex,377.4,277.71,2023-05-18
205,4,Slip-On Shoes Pro,PrimeLine,359.96,253.02,2023-10-14
206,4,Slip-On Shoes,NovaCraft,513.14,368.74,2020-07-07
207,4,Leather Boots Max,Stratus,783.52,323.45,2020-01-05
208,4,Slip-On Shoes Plus,Bright & Co,162.73,87.69,2021-08-27
209,4,Sports Sandals Max,Vertex,461.88,249.21,2021-07-14
210,4,Formal Loafers,Nordic Home,406.85,300.25,2020-05-19
211,4,Running Shoes 2.0,Zenova,757.88,286.77,2021-10-20
212,4,Slip-On Shoes Max,Vertex,314.33,215.18,2021-06-13
213,4,Formal Loafers Plus,PrimeLine,358.33,215.38,2020-06-22
214,4,Running Shoes Plus,Kindred,204.88,154.03,2020-10-06
215,4,Formal Loafers 2.0,Everline,158.56,88.52,2019-08-28
216,4,Formal Loafers Lite,Urbanix,781.44,356.76,2022-09-20
217,4,Hiking Shoes Pro,Nordic Home,648.54,316.72,2019-06-23
218,4,High Heels Lite,NovaCraft,473.47,217.16,2023-01-30
219,4,Sports Sandals,Stratus,261.75,175.51,2020-07-21
220,4,Casual Sneakers,Nordic Home,336.75,148.42,2022-02-15
221,4,Sports Sandals Pro,CoreTech,404.9,145.66,2022-04-26
222,4,Leather Boots Plus,Vertex,143.38,98.7,2019-11-02
223,4,Sports Sandals Plus,Vertex,157.42,102.15,2020-01-09
224,4,High Heels,Luxora,183.48,117.61,2023-11-29
225,4,High Heels Max,TrueForm,76.56,36.69,2021-03-31
226,4,Slip-On Shoes 2.0,Stratus,577.01,393.04,2021-03-06
227,4,Sandals Pro,Kindred,1007.97,387.94,2023-06-23
228,4,Basketball Shoes 2.0,Nordic Home,166.33,106.87,2022-08-30
229,4,Casual Sneakers Pro,Luxora,794.49,372.1,2022-02-17
230,4,Leather Boots 2.0,Everline,283.69,115.59,2020-01-10
231,4,Basketball Shoes Max,Bright & Co,257.48,132.85,2021-10-12
232,4,High Heels 2.0,Kindred,148.33,100.75,2022-05-06
233,4,Sandals,Vertex,258.47,119.01,2019-11-05
234,4,High Heels Plus,Apex,409.39,195.05,2019-04-14
235,4,Leather Boots Lite,Everline,207.16,137.96,2019-05-07
236,4,Hiking Shoes Lite,Kindred,706.33,396.03,2023-06-08
237,4,Casual Sneakers Plus,Vertex,245.18,105.58,2023-03-01
238,4,Casual Sneakers 2.0,Nordic Home,482.33,240.28,2021-04-03
239,4,Leather Boots,Kindred,384.75,142.8,2023-07-20
240,4,Sandals Max,NovaCraft,574.05,386.19,2023-01-01
241,4,Sandals Plus,Bright & Co,590.45,375.64,2019-05-13
242,4,Hiking Shoes Max,Everline,643.63,297.74,2023-08-11
243,4,Running Shoes Max,Nordic Home,150.1,60.21,2020-02-08
244,4,Casual Sneakers Max,Nordic Home,107.69,69.64,2023-06-18
245,4,Basketball Shoes Plus,EcoWell,558.15,267.75,2020-12-18
246,4,Casual Sneakers Lite,Stratus,663.85,351.49,2023-06-22
247,4,Leather Boots,PrimeLine,332.9,178.46,2021-07-14
248,4,Casual Sneakers Max,Everline,300.35,124.04,2021-10-02
249,5,Coffee Maker 2.0,Nordic Home,256.25,96.72,2021-02-06
250,5,Electric Kettle Lite,Bright & Co,584.34,219.7,2022-06-02
251,5,Air Fryer Pro,EcoWell,138.66,51.17,2022-06-09
252,5,Blender Pro 2.0,Stratus,207.16,137.29,2023-05-08
253,5,Air Fryer Plus,TrueForm,524.9,249.93,2023-11-23
254,5,Blender Pro,NovaCraft,483.46,316.5,2020-09-15
255,5,Dinnerware Set Lite,Luxora,249.2,103.15,2019-03-09
256,5,Dinnerware Set,Luxora,562.32,230.11,2023-10-20
257,5,Non-Stick Cookware Set,Bright & Co,354.77,140.12,2019-08-10
258,5,Non-Stick Cookware Set 2.0,Bright & Co,506.05,339.35,2021-03-05
259,5,Toaster Plus,Urbanix,487.85,319.93,2020-04-03
260,5,Non-Stick Cookware Set Max,Stratus,690.91,290.29,2022-07-06
261,5,Microwave Oven Lite,Everline,590.06,279.11,2020-05-18
262,5,Blender Pro Pro,NovaCraft,222.57,141.55,2023-12-22
263,5,Electric Kettle Plus,EcoWell,447.64,235.44,2021-07-13
264,5,Toaster Pro,Urbanix,580.16,379.18,2022-03-18
265,5,Coffee Maker Plus,Luxora,454.15,204.83,2019-02-06
266,5,Vacuum Cleaner Max,Zenova,942.99,349.49,2022-02-04
267,5,Toaster 2.0,Kindred,751.93,280.18,2022-11-15
268,5,Dinnerware Set Pro,EcoWell,141.23,65.25,2022-04-28
269,5,Non-Stick Cookware Set Lite,Luxora,414.88,172.53,2024-02-12
270,5,Air Fryer,CoreTech,732.4,370.6,2019-08-15
271,5,Blender Pro Lite,Kindred,1008.01,394.01,2019-09-07
272,5,Dinnerware Set 2.0,Apex,960.48,368.73,2021-11-03
273,5,Blender Pro Plus,Apex,452.89,238.55,2019-04-20
274,5,Air Fryer Max,Bright & Co,344.09,137.4,2019-01-10
275,5,Toaster,PrimeLine,259.41,136.73,2021-12-10
276,5,Coffee Maker,Urbanix,670.2,368.34,2020-11-24
277,5,Microwave Oven Pro,Luxora,586.2,296.31,2020-03-25
278,5,Knife Set Pro,Bright & Co,277.64,183.71,2019-12-19
279,5,Knife Set 2.0,Everline,389.26,201.86,2024-01-04
280,5,Vacuum Cleaner 2.0,CoreTech,321.62,148.15,2022-06-18
281,5,Microwave Oven Max,PrimeLine,23.34,10.17,2019-12-23
282,5,Toaster Lite,Urbanix,585.77,384.62,2021-04-09
283,5,Toaster Max,Bright & Co,108.21,38.71,2021-10-01
284,5,Non-Stick Cookware Set Plus,Stratus,336.4,240.18,2023-02-08
285,5,Electric Kettle Pro,EcoWell,232.7,87.91,2020-02-15
286,5,Vacuum Cleaner Lite,Everline,108.82,80.32,2021-08-02
287,5,Vacuum Cleaner Plus,CoreTech,319.03,228.11,2023-04-01
288,5,Electric Kettle,Luxora,384.04,184.05,2021-05-31
289,5,Knife Set,Stratus,349.37,163.3,2019-11-07
290,5,Microwave Oven,Urbanix,199.27,76.86,2024-03-07
291,5,Vacuum Cleaner Pro,Stratus,260.11,152.46,2022-07-11
292,5,Air Fryer Lite,Luxora,222.72,166.45,2019-11-09
293,5,Coffee Maker Lite,Stratus,658.62,287.81,2019-02-24
294,5,Coffee Maker Max,Zenova,152.61,92.68,2022-09-05
295,5,Blender Pro Max,TrueForm,18.62,12.79,2023-05-19
296,5,Knife Set Plus,Vertex,172.14,75.53,2020-04-21
297,5,Microwave Oven 2.0,Apex,73.72,44.28,2022-12-15
298,5,Vacuum Cleaner,CoreTech,873.05,343.0,2021-03-05
299,5,Knife Set Lite,TrueForm,432.23,268.89,2020-08-09
300,5,Knife Set Max,Urbanix,473.77,359.05,2019-06-21
301,5,Microwave Oven Plus,Vertex,116.72,87.12,2019-12-29
302,5,Electric Kettle Max,CoreTech,454.63,235.3,2023-11-21
303,5,Coffee Maker Pro,TrueForm,594.37,327.89,2020-06-02
304,5,Non-Stick Cookware Set Pro,Zenova,338.7,154.98,2020-06-20
305,5,Dinnerware Set Max,Everline,481.48,251.54,2022-01-09
306,5,Electric Kettle 2.0,Apex,308.75,177.27,2024-03-11
307,5,Dinnerware Set Plus,Everline,463.05,306.62,2023-10-03
308,5,Air Fryer 2.0,Nordic Home,521.87,197.54,2023-05-19
309,5,Vacuum Cleaner 2.0,Urbanix,230.68,172.96,2020-06-21
310,5,Vacuum Cleaner,Apex,492.69,218.95,2020-05-30
311,6,Fitness Tracker Plus,Nordic Home,153.27,60.05,2024-05-22
312,6,Camping Tent,Nordic Home,331.21,212.65,2020-06-28
313,6,Tennis Racket Plus,Nordic Home,32.75,12.26,2019-08-24
314,6,Fitness Tracker,TrueForm,398.2,232.72,2022-01-13
315,6,Tennis Racket Max,NovaCraft,667.48,262.31,2020-02-17
316,6,Camping Tent Plus,Zenova,14.06,9.34,2023-12-06
317,6,Tennis Racket Lite,EcoWell,769.06,350.19,2022-04-16
318,6,Dumbbell Set Pro,Everline,418.41,267.69,2024-01-03
319,6,Cycling Helmet Plus,Nordic Home,319.47,170.41,2021-11-03
320,6,Hiking Backpack Plus,Urbanix,36.49,23.55,2023-01-16
321,6,Sleeping Bag,Everline,83.14,37.71,2020-05-05
322,6,Football Lite,Urbanix,275.15,158.77,2020-12-12
323,6,Resistance Bands Max,Apex,504.54,289.02,2022-02-06
324,6,Cycling Helmet,Nordic Home,443.12,193.04,2024-02-17
325,6,Dumbbell Set,Urbanix,477.59,294.37,2019-03-04
326,6,Camping Tent Pro,Luxora,238.1,108.59,2019-04-13
327,6,Fitness Tracker 2.0,CoreTech,441.38,201.06,2020-10-30
328,6,Tennis Racket Pro,CoreTech,451.85,309.51,2019-05-31
329,6,Yoga Mat Max,Zenova,597.91,292.63,2022-10-08
330,6,Resistance Bands Plus,NovaCraft,295.12,176.76,2023-06-27
331,6,Camping Tent Lite,NovaCraft,751.26,320.77,2020-06-28
332,6,Football Pro,Stratus,438.53,238.14,2019-07-03
333,6,Hiking Backpack,Luxora,552.93,367.34,2024-03-15
334,6,Dumbbell Set Max,EcoWell,285.83,181.17,2021-12-19
335,6,Tennis Racket,Urbanix,838.96,349.81,2023-06-02
336,6,Resistance Bands 2.0,PrimeLine,620.19,265.22,2023-08-26
337,6,Hiking Backpack 2.0,Urbanix,210.78,103.62,2020-03-18
338,6,Yoga Mat Plus,Vertex,1073.21,395.13,2019-03-20
339,6,Camping Tent 2.0,Stratus,762.55,283.7,2019-12-28
340,6,Fitness Tracker Max,Apex,613.08,229.34,2019-03-09
341,6,Yoga Mat,Luxora,489.72,280.48,2024-01-23
342,6,Dumbbell Set Lite,Luxora,1055.51,388.57,2021-08-06
343,6,Fitness Tracker Lite,Stratus,886.86,345.51,2020-09-30
344,6,Cycling Helmet 2.0,Luxora,450.6,332.42,2022-04-07
345,6,Hiking Backpack Pro,PrimeLine,141.94,95.85,2019-06-03
346,6,Hiking Backpack Lite,Stratus,506.8,280.03,2022-12-20
347,6,Hiking Backpack Max,Vertex,54.64,30.82,2021-12-14
348,6,Football,Apex,564.27,317.34,2022-06-05
349,6,Football Plus,Nordic Home,789.36,354.96,2020-04-10
350,6,Yoga Mat Lite,Kindred,38.14,14.64,2019-02-12
351,6,Sleeping Bag 2.0,Nordic Home,733.76,350.51,2024-02-22
352,6,Sleeping Bag Pro,EcoWell,896.46,320.52,2020-12-02
353,6,Camping Tent Max,Everline,586.17,308.04,2021-08-17
354,6,Football Max,Luxora,660.09,252.86,2024-05-22
355,6,Yoga Mat Pro,Apex,594.31,308.47,2021-04-22
356,6,Fitness Tracker Pro,EcoWell,491.4,296.35,2019-08-09
357,6,Resistance Bands Pro,Luxora,251.11,145.08,2020-08-15
358,6,Sleeping Bag Plus,Luxora,132.61,97.28,2019-02-05
359,6,Dumbbell Set 2.0,Zenova,767.25,395.15,2021-02-07
360,6,Cycling Helmet Pro,Luxora,445.02,273.46,2024-03-14
361,6,Tennis Racket 2.0,Bright & Co,452.62,315.61,2021-04-15
362,6,Dumbbell Set Plus,Urbanix,957.1,352.25,2021-07-23
363,6,Sleeping Bag Lite,Stratus,383.45,247.3,2024-06-05
364,6,Resistance Bands,PrimeLine,261.94,96.51,2022-07-23
365,6,Football 2.0,CoreTech,507.04,245.06,2020-04-06
366,6,Resistance Bands Lite,PrimeLine,121.86,74.73,2020-01-08
367,6,Cycling Helmet Max,EcoWell,571.17,312.94,2019-04-26
368,6,Sleeping Bag Max,CoreTech,1018.24,387.8,2024-01-30
369,6,Yoga Mat 2.0,Urbanix,621.2,397.99,2021-03-03
370,6,Cycling Helmet Lite,NovaCraft,713.76,304.5,2019-11-04
371,6,Dumbbell Set Pro,PrimeLine,535.6,327.25,2020-03-23
372,6,Football 2.0,NovaCraft,475.32,217.1,2022-03-06
373,7,Face Moisturizer Lite,Urbanix,107.63,41.14,2020-06-15
374,7,Electric Toothbrush Pro,Zenova,147.88,56.16,2024-03-26
375,7,Shampoo & Conditioner Max,CoreTech,868.78,345.54,2022-08-03
376,7,Beard Trimmer Max,Luxora,318.41,222.59,2021-03-27
377,7,Face Moisturizer 2.0,Stratus,257.18,152.21,2022-12-17
378,7,Perfume Set Plus,PrimeLine,285.55,200.87,2020-03-16
379,7,Body Lotion Pro,Bright & Co,388.75,274.89,2023-08-30
380,7,Shampoo & Conditioner Plus,NovaCraft,405.35,200.58,2022-03-30
381,7,Electric Toothbrush 2.0,EcoWell,602.53,330.75,2022-09-18
382,7,Hair Dryer Max,Vertex,388.51,228.46,2023-10-24
383,7,Sunscreen SPF50,Zenova,732.01,319.98,2023-08-29
384,7,Sunscreen SPF50 Max,Vertex,821.17,347.58,2023-08-02
385,7,Hair Dryer Lite,Apex,650.82,280.5,2022-05-22
386,7,Perfume Set 2.0,Urbanix,464.94,302.32,2023-10-28
387,7,Sunscreen SPF50 Pro,PrimeLine,469.52,349.38,2023-07-10
388,7,Makeup Kit Plus,Everline,100.77,55.9,2023-01-27
389,7,Skincare Serum,Kindred,173.1,68.5,2023-07-23
390,7,Electric Toothbrush Max,Urbanix,269.05,205.45,2020-07-28
391,7,Electric Toothbrush Lite,Nordic Home,689.31,248.69,2022-06-17
392,7,Shampoo & Conditioner Lite,Urbanix,242.25,107.62,2021-12-15
393,7,Perfume Set,CoreTech,457.19,313.04,2023-03-03
394,7,Body Lotion Max,Everline,600.49,218.8,2020-11-14
