target_id,region_id,target_month,target_revenue
317,9,2025-05-01,162681.1
318,9,2025-06-01,210218.77
319,9,2025-07-01,221307.4
320,9,2025-08-01,148472.19
321,9,2025-09-01,122213.63
322,9,2025-10-01,71121.37
323,9,2025-11-01,43254.19
324,9,2025-12-01,9458.38
325,10,2023-01-01,418.07
326,10,2023-02-01,3441.68
327,10,2023-03-01,17834.14
328,10,2023-04-01,18137.8
329,10,2023-05-01,26238.93
330,10,2023-06-01,40401.41
331,10,2023-07-01,42740.1
332,10,2023-08-01,49248.92
333,10,2023-09-01,61235.81
334,10,2023-10-01,61121.78
335,10,2023-11-01,90489.95
336,10,2023-12-01,85419.78
337,10,2024-01-01,85864.64
338,10,2024-02-01,117461.08
339,10,2024-03-01,78824.99
340,10,2024-04-01,144931.59
341,10,2024-05-01,88235.79
342,10,2024-06-01,142437.68
343,10,2024-07-01,176681.65
344,10,2024-08-01,116104.2
345,10,2024-09-01,137137.66
346,10,2024-10-01,101182.72
347,10,2024-11-01,116098.51
348,10,2024-12-01,142948.65
349,10,2025-01-01,269097.09
350,10,2025-02-01,149079.89
351,10,2025-03-01,135194.47
352,10,2025-04-01,230754.23
353,10,2025-05-01,199596.71
354,10,2025-06-01,194818.49
355,10,2025-07-01,216468.77
356,10,2025-08-01,168100.65
357,10,2025-09-01,112873.8
358,10,2025-10-01,101424.95
359,10,2025-11-01,54790.59
360,10,2025-12-01,38988.75
361,11,2023-01-01,3806.75
362,11,2023-02-01,8439.39
363,11,2023-03-01,17965.65
364,11,2023-04-01,21076.25
365,11,2023-05-01,25748.73
366,11,2023-06-01,33278.97
367,11,2023-07-01,42765.36
368,11,2023-08-01,42620.83
369,11,2023-09-01,43766.33
370,11,2023-10-01,56054.85
371,11,2023-11-01,53832.91
372,11,2023-12-01,84375.16
373,11,2024-01-01,67645.65
374,11,2024-02-01,77571.85
375,11,2024-03-01,79322.24
376,11,2024-04-01,97582.23
377,11,2024-05-01,97469.57
378,11,2024-06-01,103214.94
379,11,2024-07-01,115147.93
380,11,2024-08-01,155385.78
381,11,2024-09-01,91238.3
382,11,2024-10-01,110783.73
383,11,2024-11-01,106790.41
384,11,2024-12-01,160225.78
385,11,2025-01-01,169623.82
386,11,2025-02-01,141320.13
387,11,2025-03-01,135128.43
388,11,2025-04-01,151000.54
389,11,2025-05-01,156653.09
390,11,2025-06-01,211187.93
391,11,2025-07-01,206327.44
392,11,2025-08-01,179550.12
393,11,2025-09-01,125370.62
394,11,2025-10-01,81332.88
395,11,2025-11-01,59730.32
396,11,2025-12-01,11173.9
397,12,2023-01-01,1016.28
398,12,2023-02-01,4135.97
399,12,2023-03-01,22689.07
400,12,2023-04-01,21134.95
401,12,2023-05-01,33762.96
402,12,2023-06-01,40150.8
403,12,2023-07-01,64823.07
404,12,2023-08-01,42455.81
405,12,2023-09-01,53299.91
406,12,2023-10-01,59787.97
407,12,2023-11-01,78459.52
408,12,2023-12-01,77062.21
409,12,2024-01-01,72116.91
410,12,2024-02-01,78624.92
411,12,2024-03-01,129105.9
412,12,2024-04-01,93737.25
413,12,2024-05-01,100045.96
414,12,2024-06-01,125714.97
415,12,2024-07-01,118781.41
416,12,2024-08-01,154029.93
417,12,2024-09-01,134815.13
418,12,2024-10-01,133041.45
419,12,2024-11-01,222930.08
420,12,2024-12-01,169576.04
421,12,2025-01-01,182567.49
422,12,2025-02-01,169697.56
423,12,2025-03-01,157001.04
424,12,2025-04-01,170896.8
425,12,2025-05-01,201734.92
426,12,2025-06-01,202393.94
427,12,2025-07-01,182435.45
428,12,2025-08-01,176868.84
429,12,2025-09-01,142520.1
430,12,2025-10-01,105676.94
431,12,2025-11-01,49383.44
432,12,2025-12-01,25112.27
433,13,2023-01-01,889.96
434,13,2023-02-01,4910.22
435,13,2023-03-01,14069.47
436,13,2023-04-01,24025.06
437,13,2023-05-01,33848.82
438,13,2023-06-01,30314.67
439,13,2023-07-01,62048.43
440,13,2023-08-01,63015.74
441,13,2023-09-01,64156.36
442,13,2023-10-01,48979.66
443,13,2023-11-01,103617.97
444,13,2023-12-01,79085.45
445,13,2024-01-01,97023.85
446,13,2024-02-01,79182.42
447,13,2024-03-01,89567.35
448,13,2024-04-01,119135.48
449,13,2024-05-01,86507.92
450,13,2024-06-01,113205.71
451,13,2024-07-01,88790.37
452,13,2024-08-01,118852.04
453,13,2024-09-01,153316.09
454,13,2024-10-01,149091.12
455,13,2024-11-01,127974.11
456,13,2024-12-01,187556.07
457,13,2025-01-01,171551.84
458,13,2025-02-01,158276.75
459,13,2025-03-01,189566.59
460,13,2025-04-01,160990.34
461,13,2025-05-01,221190.82
462,13,2025-06-01,205304.02
463,13,2025-07-01,159235.37
464,13,2025-08-01,185193.13
465,13,2025-09-01,124464.22
466,13,2025-10-01,120310.16
467,13,2025-11-01,56366.49
468,13,2025-12-01,8826.29
469,14,2023-01-01,1512.47
470,14,2023-02-01,10386.6
471,14,2023-03-01,15221.13
472,14,2023-04-01,17797.25
473,14,2023-05-01,15024.27
474,14,2023-06-01,30693.39
475,14,2023-07-01,34258.98
476,14,2023-08-01,24196.88
477,14,2023-09-01,59699.95
478,14,2023-10-01,60335.6
479,14,2023-11-01,85027.17
480,14,2023-12-01,74747.67
481,14,2024-01-01,76311.96
482,14,2024-02-01,81653.82
483,14,2024-03-01,102633.94
484,14,2024-04-01,124170.64
485,14,2024-05-01,111166.63
486,14,2024-06-01,98145.99
487,14,2024-07-01,98693.44
488,14,2024-08-01,90732.03
489,14,2024-09-01,119848.16
490,14,2024-10-01,129678.14
491,14,2024-11-01,159951.48
492,14,2024-12-01,160599.2
493,14,2025-01-01,189877.18
494,14,2025-02-01,117592.23
495,14,2025-03-01,187520.21
496,14,2025-04-01,153389.62
497,14,2025-05-01,193166.63
498,14,2025-06-01,187712.14
499,14,2025-07-01,160724.88
500,14,2025-08-01,191502.24
501,14,2025-09-01,141328.91
502,14,2025-10-01,77224.74
503,14,2025-11-01,52096.44
504,14,2025-12-01,25297.75
505,15,2023-01-01,2709.16
506,15,2023-02-01,4780.66
507,15,2023-03-01,21557.73
508,15,2023-04-01,16369.77
509,15,2023-05-01,47243.27
510,15,2023-06-01,28594.06
511,15,2023-07-01,45960.16
512,15,2023-08-01,41036.36
513,15,2023-09-01,73902.38
514,15,2023-10-01,62055.09
515,15,2023-11-01,110242.08
516,15,2023-12-01,60789.37
517,15,2024-01-01,76109.97
518,15,2024-02-01,87215.65
519,15,2024-03-01,77998.09
520,15,2024-04-01,99164.7
521,15,2024-05-01,110795.97
522,15,2024-06-01,126974.36
523,15,2024-07-01,121814.0
524,15,2024-08-01,157853.7
525,15,2024-09-01,182063.14
526,15,2024-10-01,131833.47
527,15,2024-11-01,149103.14
528,15,2024-12-01,166778.03
529,15,2025-01-01,144535.4
530,15,2025-02-01,134132.61
531,15,2025-03-01,216832.88
532,15,2025-04-01,249373.59
533,15,2025-05-01,204582.89
534,15,2025-06-01,194598.2
535,15,2025-07-01,244129.8
536,15,2025-08-01,111900.0
537,15,2025-09-01,112439.56
538,15,2025-10-01,88756.17
539,15,2025-11-01,63730.1
540,15,2025-12-01,13205.65
541,16,2023-01-01,5101.85
542,16,2023-02-01,15953.47
543,16,2023-03-01,17679.59
544,16,2023-04-01,22827.33
545,16,2023-05-01,29654.55
546,16,2023-06-01,38858.53
547,16,2023-07-01,32349.63
548,16,2023-08-01,50598.22
549,16,2023-09-01,57202.58
550,16,2023-10-01,58528.3
551,16,2023-11-01,80118.02
552,16,2023-12-01,185819.0
553,16,2024-01-01,104130.04
554,16,2024-02-01,70717.37
555,16,2024-03-01,87445.82
556,16,2024-04-01,95955.88
557,16,2024-05-01,104335.56
558,16,2024-06-01,118148.13
559,16,2024-07-01,93176.91
560,16,2024-08-01,138065.93
561,16,2024-09-01,144863.72
562,16,2024-10-01,131835.6
563,16,2024-11-01,134630.8
564,16,2024-12-01,120984.19
565,16,2025-01-01,201152.64
566,16,2025-02-01,160667.15
567,16,2025-03-01,153936.98
568,16,2025-04-01,157897.88
569,16,2025-05-01,197755.63
570,16,2025-06-01,228486.63
571,16,2025-07-01,260317.04
572,16,2025-08-01,170205.76
573,16,2025-09-01,159522.22
574,16,2025-10-01,93662.56
575,16,2025-11-01,73558.38
576,16,2025-12-01,11641.69
577,17,2023-01-01,3626.06
578,17,2023-02-01,4923.9
579,17,2023-03-01,26511.63
580,17,2023-04-01,29563.13
581,17,2023-05-01,33388.15
582,17,2023-06-01,16794.92
583,17,2023-07-01,25026.1
584,17,2023-08-01,44665.38
585,17,2023-09-01,20280.25
586,17,2023-10-01,74526.67
587,17,2023-11-01,53341.54
588,17,2023-12-01,121131.54
589,17,2024-01-01,71712.85
590,17,2024-02-01,79442.94
591,17,2024-03-01,79066.8
592,17,2024-04-01,112423.26
593,17,2024-05-01,74430.42
594,17,2024-06-01,114756.4
595,17,2024-07-01,108198.98
596,17,2024-08-01,80886.02
597,17,2024-09-01,102683.68
598,17,2024-10-01,125624.79
599,17,2024-11-01,119788.72
600,17,2024-12-01,139384.33
601,17,2025-01-01,110483.84
602,17,2025-02-01,155067.02
603,17,2025-03-01,168281.13
604,17,2025-04-01,145829.37
605,17,2025-05-01,135420.53
606,17,2025-06-01,163199.53
607,17,2025-07-01,222978.68
608,17,2025-08-01,146913.77
609,17,2025-09-01,112914.29
610,17,2025-10-01,115720.99
611,17,2025-11-01,52529.19
612,17,2025-12-01,20152.88
613,18,2023-01-01,4497.08
614,18,2023-02-01,6827.04
615,18,2023-03-01,15130.36
616,18,2023-04-01,26392.83
617,18,2023-05-01,25940.77
618,18,2023-06-01,24714.21
619,18,2023-07-01,50062.93
620,18,2023-08-01,59173.66
621,18,2023-09-01,46599.26
622,18,2023-10-01,37631.19
623,18,2023-11-01,56128.57
624,18,2023-12-01,60187.77
625,18,2024-01-01,87462.97
626,18,2024-02-01,88347.91
627,18,2024-03-01,104720.95
628,18,2024-04-01,87022.48
629,18,2024-05-01,86224.98
630,18,2024-06-01,107712.27
631,18,2024-07-01,108343.66
632,18,2024-08-01,135818.15
633,18,2024-09-01,99376.4
634,18,2024-10-01,109844.57
635,18,2024-11-01,139030.84
636,18,2024-12-01,137516.89
637,18,2025-01-01,129446.55
638,18,2025-02-01,125101.95
639,18,2025-03-01,199882.07
640,18,2025-04-01,189755.08
641,18,2025-05-01,148230.53
642,18,2025-06-01,120512.44
643,18,2025-07-01,203340.14
644,18,2025-08-01,164910.03
645,18,2025-09-01,133105.37
646,18,2025-10-01,94256.44
647,18,2025-11-01,51102.11
648,18,2025-12-01,29680.15
649,19,2023-01-01,17841.69
650,19,2023-02-01,4817.12
651,19,2023-03-01,17330.16
652,19,2023-04-01,24054.25
653,19,2023-05-01,37815.86
654,19,2023-06-01,24429.88
655,19,2023-07-01,78825.8
656,19,2023-08-01,41247.3
657,19,2023-09-01,63986.01
658,19,2023-10-01,68926.07
659,19,2023-11-01,55951.91
660,19,2023-12-01,75413.28
661,19,2024-01-01,89304.04
662,19,2024-02-01,86668.76
663,19,2024-03-01,96092.55
664,19,2024-04-01,88848.15
665,19,2024-05-01,126448.65
666,19,2024-06-01,136674.95
667,19,2024-07-01,129159.82
668,19,2024-08-01,138133.32
669,19,2024-09-01,127217.02
670,19,2024-10-01,178620.58
671,19,2024-11-01,163080.46
672,19,2024-12-01,152900.18
673,19,2025-01-01,201931.11
674,19,2025-02-01,177541.8
675,19,2025-03-01,213467.15
676,19,2025-04-01,197583.39
677,19,2025-05-01,310308.84
678,19,2025-06-01,180929.79
679,19,2025-07-01,305519.44
680,19,2025-08-01,179355.48
681,19,2025-09-01,207957.97
682,19,2025-10-01,73966.7
683,19,2025-11-01,104519.27
684,19,2025-12-01,16693.76
685,20,2023-01-01,883.53
686,20,2023-02-01,803.58
687,20,2023-03-01,10826.56
688,20,2023-04-01,18931.16
689,20,2023-05-01,36738.41
690,20,2023-06-01,33285.46
691,20,2023-07-01,37934.66
692,20,2023-08-01,48784.08
693,20,2023-09-01,68247.07
694,20,2023-10-01,44951.27
695,20,2023-11-01,72884.83
696,20,2023-12-01,70192.59
697,20,2024-01-01,94419.68
698,20,2024-02-01,84299.24
699,20,2024-03-01,89910.67
700,20,2024-04-01,84027.36
701,20,2024-05-01,125405.43
702,20,2024-06-01,102097.08
703,20,2024-07-01,112220.41
704,20,2024-08-01,131989.7
705,20,2024-09-01,125662.14
706,20,2024-10-01,88350.51
707,20,2024-11-01,202836.61
708,20,2024-12-01,170095.07
709,20,2025-01-01,152392.38
710,20,2025-02-01,133191.88
711,20,2025-03-01,212816.0
712,20,2025-04-01,200730.64
713,20,2025-05-01,141137.04
714,20,2025-06-01,153086.77
715,20,2025-07-01,178529.49
716,20,2025-08-01,138750.13
717,20,2025-09-01,80806.87
718,20,2025-10-01,88398.5
719,20,2025-11-01,47047.23
720,20,2025-12-01,4452.24
721,21,2023-01-01,350.65
722,21,2023-02-01,2029.33
723,21,2023-03-01,22139.38
724,21,2023-04-01,29714.95
725,21,2023-05-01,37161.8
726,21,2023-06-01,35393.24
727,21,2023-07-01,44000.94
728,21,2023-08-01,50545.53
729,21,2023-09-01,72907.64
730,21,2023-10-01,54283.21
731,21,2023-11-01,56665.44
732,21,2023-12-01,55240.9
733,21,2024-01-01,102361.33
734,21,2024-02-01,71994.07
735,21,2024-03-01,131437.58
736,21,2024-04-01,81406.41
737,21,2024-05-01,87311.49
738,21,2024-06-01,118287.88
739,21,2024-07-01,109325.28
740,21,2024-08-01,132036.23
741,21,2024-09-01,134927.56
742,21,2024-10-01,137367.06
743,21,2024-11-01,167066.08
744,21,2024-12-01,163893.74
745,21,2025-01-01,172981.97
746,21,2025-02-01,138622.15
747,21,2025-03-01,206840.76
748,21,2025-04-01,196743.25
749,21,2025-05-01,220147.27
750,21,2025-06-01,176632.14
751,21,2025-07-01,178954.66
752,21,2025-08-01,228394.7
753,21,2025-09-01,113398.96
754,21,2025-10-01,116736.39
755,21,2025-11-01,74023.04
756,21,2025-12-01,26862.33
757,22,2023-01-01,2326.01
758,22,2023-02-01,12692.33
759,22,2023-03-01,17661.59
760,22,2023-04-01,27469.79
761,22,2023-05-01,43437.78
762,22,2023-06-01,30266.77
763,22,2023-07-01,45361.25
764,22,2023-08-01,47686.39
765,22,2023-09-01,69647.19
766,22,2023-10-01,71477.84
767,22,2023-11-01,57408.46
768,22,2023-12-01,72703.96
769,22,2024-01-01,92401.1
770,22,2024-02-01,101162.66
771,22,2024-03-01,106893.39
772,22,2024-04-01,105011.38
773,22,2024-05-01,97863.23
774,22,2024-06-01,120419.76
775,22,2024-07-01,98917.37
776,22,2024-08-01,125353.83
777,22,2024-09-01,116860.27
778,22,2024-10-01,120594.23
779,22,2024-11-01,111872.05
780,22,2024-12-01,157204.75
781,22,2025-01-01,206472.9
782,22,2025-02-01,146957.32
783,22,2025-03-01,213112.66
784,22,2025-04-01,196142.97
785,22,2025-05-01,139190.41
786,22,2025-06-01,148213.25
787,22,2025-07-01,165351.27
788,22,2025-08-01,133977.96
789,22,2025-09-01,145970.86
790,22,2025-10-01,90192.11
791,22,2025-11-01,55572.04
792,22,2025-12-01,22195.45
793,23,2023-01-01,608.96
794,23,2023-02-01,9241.32
795,23,2023-03-01,13525.66
796,23,2023-04-01,23298.95
797,23,2023-05-01,28976.97
798,23,2023-06-01,56788.69
799,23,2023-07-01,23026.6
800,23,2023-08-01,60678.68
801,23,2023-09-01,35351.73
802,23,2023-10-01,95418.68
803,23,2023-11-01,69349.03
804,23,2023-12-01,67907.75
805,23,2024-01-01,94222.66
806,23,2024-02-01,77586.35
807,23,2024-03-01,113521.86
808,23,2024-04-01,96373.18
809,23,2024-05-01,133948.19
810,23,2024-06-01,118197.54
811,23,2024-07-01,144556.59
812,23,2024-08-01,138781.67
813,23,2024-09-01,117927.54
814,23,2024-10-01,169624.24
815,23,2024-11-01,119974.64
816,23,2024-12-01,212378.96
817,23,2025-01-01,222620.83
818,23,2025-02-01,215101.22
819,23,2025-03-01,195089.94
820,23,2025-04-01,210105.89
821,23,2025-05-01,193669.76
822,23,2025-06-01,212257.73
823,23,2025-07-01,169258.47
824,23,2025-08-01,177991.72
825,23,2025-09-01,102846.25
826,23,2025-10-01,92100.18
827,23,2025-11-01,69595.41
828,23,2025-12-01,11496.67
829,24,2023-01-01,5474.82
830,24,2023-02-01,11592.19
831,24,2023-03-01,17865.12
832,24,2023-04-01,16700.96
833,24,2023-05-01,20235.57
834,24,2023-06-01,31319.17
835,24,2023-07-01,43750.15
836,24,2023-08-01,58841.92
837,24,2023-09-01,61475.5
838,24,2023-10-01,68596.68
839,24,2023-11-01,55331.32
840,24,2023-12-01,96016.64
841,24,2024-01-01,83363.3
842,24,2024-02-01,90047.82
843,24,2024-03-01,121924.16
844,24,2024-04-01,123586.07
845,24,2024-05-01,132155.35
846,24,2024-06-01,136209.59
847,24,2024-07-01,129870.45
848,24,2024-08-01,145660.31
849,24,2024-09-01,131506.75
850,24,2024-10-01,118456.22
851,24,2024-11-01,115380.63
852,24,2024-12-01,191303.36
853,24,2025-01-01,150832.0
854,24,2025-02-01,117449.34
855,24,2025-03-01,174337.75
856,24,2025-04-01,178445.93
857,24,2025-05-01,215085.04
858,24,2025-06-01,175043.53
859,24,2025-07-01,228014.93
860,24,2025-08-01,201400.39
861,24,2025-09-01,137869.11
862,24,2025-10-01,104624.93
863,24,2025-11-01,64352.04
864,24,2025-12-01,21832.93
865,25,2023-01-01,7339.8
866,25,2023-02-01,2445.83
867,25,2023-03-01,13187.51
868,25,2023-04-01,10151.76
869,25,2023-05-01,21390.78
870,25,2023-06-01,41974.41
871,25,2023-07-01,43634.0
872,25,2023-08-01,44968.23
873,25,2023-09-01,51267.45
